mudra_name,hand,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_finger_mcp_x,index_finger_mcp_y,index_finger_pip_x,index_finger_pip_y,index_finger_dip_x,index_finger_dip_y,index_finger_tip_x,index_finger_tip_y,middle_finger_mcp_x,middle_finger_mcp_y,middle_finger_pip_x,middle_finger_pip_y,middle_finger_dip_x,middle_finger_dip_y,middle_finger_tip_x,middle_finger_tip_y,ring_finger_mcp_x,ring_finger_mcp_y,ring_finger_pip_x,ring_finger_pip_y,ring_finger_dip_x,ring_finger_dip_y,ring_finger_tip_x,ring_finger_tip_y,pinky_finger_mcp_x,pinky_finger_mcp_y,pinky_finger_pip_x,pinky_finger_pip_y,pinky_finger_dip_x,pinky_finger_dip_y,pinky_finger_tip_x,pinky_finger_tip_y
arala,right,118.79,118.19,113.88,119.76,109.58,116.48,105.7,114.28,104.27,112.01,115.17,98.89,117.15,91.44,120.8,86.31,124.63,81.57,115.49,94.17,116.51,79.81,117.1,69.13,118.05,59.87,115.19,91.49,117.15,77.8,118.24,68.8,119.46,61.1,114.09,91.14,115.46,82.42,117.17,77.47,118.95,73.98
arala,right,115.45,195.15,97.89,181,89.27,153.97,89.08,131.52,94.7,114.49,98.53,126.95,98.74,98.79,97.06,104.39,95.95,114.33,111.27,123.99,112.67,90.43,112.55,69.21,112.86,50.91,123.71,127.89,124.55,96.97,123.66,77.72,122.25,61.27,135.96,136.67,136.88,113.63,136.62,99.17,135.96,86.43
arala,right,116.26,124.44,112.01,119.05,108.85,111.57,104.38,108.87,102.38,106.54,113.99,95.7,114.1,81.1,114.3,70.55,114.61,62.49,114.28,94.85,115.23,78.15,115.75,66.57,116.83,56.89,114.52,96.23,117.36,80.42,119.33,70.83,121.4,62.6,113.85,99.83,117.41,90.88,120.45,85.48,123.56,81.04
arala,right,119.22,131.47,117.63,118.27,116.86,104.14,117.16,94.55,118.71,86.97,115.41,96.82,114.77,81.61,114.32,70.86,114.08,62.23,115.26,97.09,114.84,80,115.16,67.77,116.14,57.42,115.22,99.15,116.77,82.41,119,71.94,121.39,63.26,115.09,103.1,116.68,93.53,119.54,87.48,122.62,82.55
arala,right,113.05,127.16,105.46,121.23,101.95,113.92,98.94,110.9,99.05,108.08,108.44,95.48,109.58,80.11,109.6,70.23,109.62,62.33,111.16,95.81,113.2,78.91,113.49,67.5,114.05,58.09,113.99,98.99,117.9,82.93,119.66,72.93,121.14,64.5,115.76,104.62,119.47,95.37,122.07,89.12,124.79,83.49
arala,right,106.91,166.59,95.99,150.8,96.35,131.81,98.14,119.89,98.65,108.96,108.63,117.61,107.51,100.11,105.15,98.03,104.51,97.97,112.6,116.84,112.68,93.23,111.48,76.69,111.53,62.82,116.18,119.47,118,95.04,118.43,78.92,119.3,65.7,118.56,124.75,119.95,107.73,121.19,95.99,123.04,85.76
arala,right,108.35,168.78,95.93,152.47,95.11,133.72,97.69,122.09,99.19,111.5,106.91,118.07,104.55,100.46,99.53,101.76,96.68,106.18,112.23,116.86,112.01,92.57,110.62,76.04,110.76,63.12,117.06,119.61,118.97,94.85,119.43,78.77,120.31,66.34,120.66,125.27,121.76,107.25,123.1,95.16,124.78,84.9
arala,right,106.37,167.15,95.6,154.78,94.38,136.3,97.49,124,99.89,113.16,106.21,119.12,103.72,102.03,98.2,105.77,95.65,113.42,111.73,117.78,111.75,94.12,109.87,77.46,109.67,64.44,116.77,120.63,119,96.42,119.27,80.42,120.2,67.87,120.83,126.94,122.66,108.97,124.21,96.51,125.75,86.07
arala,right,105.43,164.35,95.14,153.66,94.35,135.95,97.49,124.19,100.34,113.94,105.81,118.54,103.74,102.03,97.32,105.85,93.45,113.91,111.5,117.16,112.59,93.62,111.07,77.72,110.75,65.06,116.91,120.06,119.85,96.38,120.32,80.47,120.86,67.73,121.51,126.5,124.13,108.68,125.45,96.59,126.42,86.71
arala,right,114.27,197.5,96.26,183.09,89.77,152.22,93.68,128.75,104.57,116.2,98.75,128.42,97.92,100.79,100.26,105.93,103.74,115.02,111.97,125.1,111.93,92.18,111.41,72,111.09,54.42,124.56,128.86,124.71,98.79,123.93,79.65,122.96,63.39,136.77,137.01,137.31,114.49,136.82,100.3,136.17,87.48
arala,right,107.55,168.65,95.38,156.92,93.25,138.26,97,125.95,100.85,115.68,103.83,119.14,101.52,102.96,95.76,106.97,92.61,114.84,110.34,117.36,110.99,93.69,109.2,77.23,109.04,63.29,116.76,120.36,119.47,96.61,119.68,81.1,120.31,68.35,122.63,127.21,124.89,108.56,126.05,96.46,127.19,86.16
arala,right,107.95,169.04,95.94,158.72,92.38,139.96,95.04,127.29,100.34,118.09,102.12,119.04,99.77,102.73,95.06,107.36,92.86,115.6,109.17,117.22,109.7,93.56,108.44,77.48,108.54,64.2,116.37,120.13,118.65,96.13,118.98,80.75,119.49,68.12,123.04,126.83,125.03,108.25,126.07,96.14,126.95,85.93
arala,right,109.88,171.07,96.26,160.95,90.66,141.7,93.24,127.66,101.03,119.42,100.44,119.97,98.48,103.2,93.79,107.6,91.5,115.23,108.73,117.63,109.79,93.34,107.99,76.89,107.09,63.17,116.89,120.46,118.68,96.39,118.47,81.07,118.28,68.34,124.67,127.01,126.54,108.79,127.51,97.05,128.31,86.86
arala,right,109.45,171.33,96.44,161.94,90.59,142.29,92.26,128.66,98.71,121.18,100.75,119.38,98.23,102.34,93.24,108.09,91.36,117.04,109.04,117.22,109.22,92.69,107.12,76.24,106.37,62.53,117.35,120.3,118.75,96.3,118.15,81.1,117.91,68.55,125.15,127.08,126.69,108.83,127.3,96.76,127.96,86.39
arala,right,110.56,171.44,96.84,162.27,89.96,142.97,91.32,128.85,98.57,121.45,100.35,119.31,98.08,101.84,92.88,107.4,90.62,116.3,108.96,117.17,109.1,92.84,107.03,76.33,106.09,62.57,117.73,120.26,118.71,96.32,117.97,81.06,117.47,68.43,126.17,127.07,127.35,108.86,127.74,96.79,128.22,86.34
arala,right,110.77,171.99,96.79,162.26,89.9,142.39,91.85,127.78,100.65,119.96,100.36,119.65,98.31,102.51,93.88,107.02,92.1,114.95,109.06,117.1,109.37,92.81,107.36,76.27,106.46,62.57,117.98,120.06,118.86,96.24,118.2,80.91,117.77,68.17,126.39,126.86,127.41,108.79,127.87,97.04,128.4,86.69
arala,right,111.13,171.3,97.17,162.23,90.4,142.7,91.99,128.45,99.48,120.97,100.81,119.16,98.66,101.66,93.86,106.72,91.82,115.32,109.63,116.79,109.93,92.3,108.26,75.9,107.55,61.99,118.42,119.82,119.4,96.29,118.82,81.49,118.39,68.98,126.97,126.72,128.05,108.67,128.39,97.11,128.85,86.91
arala,right,111.22,172.48,96.76,162.7,90.14,142.31,92.24,127.34,100.54,120.1,100.56,119.09,98.87,101.47,94.18,107.59,92.23,116.96,109.53,116.77,110.03,92.47,107.94,76.25,106.9,62.46,118.51,119.92,119.72,95.94,118.85,80.77,118.33,68.1,127.25,126.81,128.4,108.62,128.6,96.65,128.87,86.06
arala,right,111.41,172.27,97.01,162.75,89.99,141.95,92.07,126.72,100.78,118.92,100.23,119.21,98.36,101.87,94.32,107.11,92.77,115.63,109.19,116.69,109.3,92.33,107.35,76.17,106.45,62.63,118.35,119.74,119.26,95.82,118.56,80.62,118.08,67.96,127.17,126.6,128.18,108.42,128.46,96.55,128.68,86.09
arala,right,111.08,172.41,96.86,162.88,90.05,142.36,92.17,127.86,100.07,120.54,100.71,119.01,98.44,101.05,93.26,107.35,91.03,116.8,109.52,117.02,109.35,92.39,106.99,75.98,105.88,61.98,118.47,120.35,119.2,96.19,118.09,80.89,117.42,68.14,127.2,127.35,128.05,108.91,128.06,96.77,128.26,86.19
arala,right,110.83,191.8,89.93,178.28,77.72,151.05,74.29,128.39,85.54,117.49,94.76,122.08,96.48,95.87,93.53,105.42,90.71,117.88,107.71,119.85,110.4,87.89,111.52,68.27,111.94,50.87,120.13,124.12,121.25,94.92,121.43,76.07,120.48,59.29,132.8,133.42,134.07,111.23,133.92,97.66,132.85,85.29
arala,right,114.78,197.65,97.36,184.8,89.92,152.67,93.39,128.2,105.33,118.89,99.02,129.14,97.87,101.29,99.26,106.45,101.76,115.71,112.33,125.79,112.4,93.18,111.58,72.67,110.84,54.8,124.87,129.6,124.86,99.75,124.14,80.22,123.06,63.64,136.77,137.65,137.12,115.39,136.67,101.19,136.12,88.4
arala,right,111.8,172.07,97.31,162.97,90.46,142.7,91.75,127.99,98.99,120.53,100.11,119.68,97.72,102.16,93.93,107.06,93.11,115.6,109.24,117.23,108.97,92.48,106.87,75.99,105.94,62.15,118.49,120.23,119.12,95.81,117.98,80.39,117.33,67.67,127.4,127.12,128.12,108.52,128.07,96.28,128.24,85.63
arala,right,110.45,170.45,96.59,161.4,90.09,141.56,92.76,127.94,100.41,121.59,101.17,117.59,98.83,100.86,93.75,107.3,91.79,116.7,109.94,115.69,109.47,91.28,107.18,75,106.38,61.17,118.9,119.17,119.5,95.39,118.37,80.35,117.73,67.74,127.7,126.6,128.24,108.72,127.97,96.91,127.95,86.71
arala,right,113.08,171.12,98.06,162.66,90.42,142.4,93.29,127.52,103.6,123.85,101.31,118.66,99.73,100.61,95.29,107.11,93.53,116.71,110.96,116.37,110.94,91.59,109.12,74.98,108.38,60.75,120.27,119.77,121.09,96.02,120.05,80.96,119.18,68.25,129.62,127.02,130.28,109.18,129.85,97.46,129.41,87.18
arala,right,114.33,171.14,99.96,163.13,92.1,143.8,94.23,129.22,103.99,122.41,101.99,119.93,101.05,101.8,97.68,106.36,96.29,114.74,111.92,117.69,112.14,92.42,110.73,75.87,109.94,62.25,121.52,120.83,122.58,97.27,122,81.87,121.25,69.19,130.99,128.08,131.68,110.44,131.5,98.75,131.07,88.7
arala,right,116.36,173.65,100.96,163.84,92.7,143.61,95.8,128.53,106.39,124.05,105.04,119.8,105.22,100.8,102.04,105.72,100.67,114.7,115.41,118.1,116.76,92.35,116.06,75.85,115.71,62.16,125.26,121.88,126.89,97.79,126.74,82.32,126.29,69.47,134.93,129.89,136.47,112.07,136.51,100.27,136.33,89.83
arala,right,116.84,174.56,102.28,165.2,94.12,144.85,95.76,129.29,105.18,124.11,106.71,118.81,106.87,100.98,103.28,107.7,101.6,117.45,117.02,117.13,118.43,91.58,117.52,75.29,117.32,61.39,127.1,121.22,128.77,97.65,128.16,82.63,127.26,69.67,136.81,129.78,138.25,111.88,138.12,100.38,137.69,89.99
arala,right,118.62,177.76,103.54,166.51,96.38,145.56,97.57,129.37,106.62,123.53,108.3,121.35,109.7,101.27,107.37,108.13,106.14,117.94,119.12,120.39,121.74,93.98,122.25,76.96,122.9,62.44,129.7,124.59,131.46,100.28,131.19,84.47,130.49,70.98,140.01,132.93,141.43,114.28,141.39,102.16,141.04,91.44
arala,right,119.66,179.11,104.93,167.89,97.25,147.6,97.71,131.88,106.64,124.93,109.05,122.19,110.01,101.11,107.64,109.33,106.44,119.9,120.13,121.21,122.96,94.33,123.34,77.66,123.7,62.94,130.8,125.43,132.65,100.75,132.42,85.09,131.74,71.49,141.25,134,142.62,115.13,142.47,103.03,141.99,92.28
arala,right,121.27,180.24,106.75,169.32,99.32,147.76,100.44,131.47,109.39,125.57,111.38,122.76,111.44,101.74,110.06,109.89,109.99,120.63,122.56,121.78,124.57,95.03,125.17,78.26,125.85,63.49,133.26,126.07,134.43,101.54,133.85,85.85,132.95,72.06,143.63,134.67,144.53,115.91,144.09,103.92,143.36,93.22
arala,right,121.78,179.98,107.29,168.81,100.43,147.75,101.88,132.42,108.57,124.99,112.24,122.32,111.9,101.69,110.32,110.51,110.05,121.57,123.13,121.4,124.85,94.69,125.56,77.96,126.3,63,133.5,125.61,134.56,101.33,133.7,85.56,132.51,71.62,143.8,134,144.56,115.34,143.97,103.39,142.97,92.77
arala,right,114.35,197.08,97.1,183.87,90.02,152.68,93.95,128.87,105.79,118.5,98.61,129.01,97.35,101.03,100.21,106.96,103.91,116.35,111.9,125.81,111.62,92.92,111.45,72.44,111.02,53.92,124.42,129.68,124.27,99.74,123.64,80.52,122.48,63.77,136.6,137.71,137.12,115.59,136.57,101.36,135.9,88.38
arala,right,123.83,179.3,109.02,168.21,102.25,147.94,103.53,132.26,110.71,125.4,113.53,122.86,113.73,102.17,112.94,110.75,113.4,121.93,124.11,121.73,126.54,95.5,126.6,78.79,126.24,63.91,134.23,125.38,135.62,101.35,134.55,85.5,133.05,71.98,144.12,133.04,145.35,114.61,144.46,102.78,143.14,92.62
arala,right,124.34,178.89,109.92,167.96,102.65,147.68,103.82,132.03,112.44,125.6,114.07,122.98,114.49,102.89,114.27,111.33,115.2,122.45,124.35,121.39,126.58,95.88,126.65,79.16,126.54,64.56,134.48,124.93,135.25,101.06,133.97,85.06,132.21,71.47,144.61,132.55,145.34,114.45,143.99,103.16,142.07,93.44
arala,right,124.42,178.6,110.65,168.46,103.58,147.79,104.18,132,113.49,126.59,114.61,122.24,114.49,103.79,113.73,111.88,114.49,122.91,124.79,120.72,126.91,95.96,126.27,78.97,125.61,64.45,134.62,124.34,135.97,101.06,134.06,85.32,131.61,72.39,143.83,131.81,144.68,113.32,142.69,101.62,139.97,91.95
arala,right,124.46,177.87,110.45,167.5,103.37,147.45,104.76,132.21,113.13,125,115.13,122.11,115.08,103.09,114.3,111.02,114.83,122.15,125.07,120.79,126.51,96.19,125.86,79.37,125.08,64.86,134.73,124.34,135.39,101.46,133.37,85.23,130.76,71.95,143.87,131.75,144.14,113.34,141.69,101.52,138.54,92.03
arala,right,124.03,178.35,110.12,168.31,103.66,149.71,103.14,135.22,108.49,125.63,114.01,123.56,113.43,103.62,113.12,111.11,114.49,122.29,123.58,121.65,125.24,96.16,124.7,79.03,124.43,64.73,132.9,124.74,133.51,100.85,131.62,84.23,129.71,70.72,141.93,131.8,142.37,113.28,140.22,101.29,137.74,91.48
arala,right,122.27,178.09,107.9,167.8,100.58,147.32,101.28,132.38,109.6,125.89,112.8,120.41,111.41,103.51,110.76,111.76,111.82,123.05,123.17,119.4,124.72,95.45,123.45,78.26,122.86,63.9,132.41,124.76,134.12,103.45,131.09,92.86,127.94,85.03,140.15,134.78,135.1,123.6,127.81,119.02,121.31,115.78
arala,right,121.49,176.79,106.67,167.83,98.7,147.71,99.14,132.28,107.53,125.72,109.6,121.32,109.13,103.96,108.82,111.96,109.95,123.5,119.4,119.62,119.98,95.53,118.69,78.85,117.69,64.89,129.11,123.24,129.38,100.77,126.8,85.06,123.95,72.49,138.05,131.18,137.74,114.37,134.89,103.28,131.87,94.15
arala,right,120.75,176.48,105.66,167,98.07,147.76,98.44,133.42,104.09,124.95,109.09,121.19,107.68,103.71,106.13,109.67,106.19,120.03,119.37,120.24,119.93,95.75,117.91,78.63,116.32,64.55,128.7,125.71,131.39,104.32,126.7,92.63,121.68,83.79,136.71,136.15,131.62,127.07,122.92,123.63,115.32,121.22
arala,right,120.95,175.31,105.68,166.33,97.35,146.88,97.71,132.01,104.59,124.45,107.85,120.28,106.05,103.99,106.24,111,107.72,121.65,118.23,119.12,117.63,94.98,115.9,77.72,114.72,63.35,127.89,124.61,130.47,103.62,125.35,92.82,119.54,84.89,136.33,135.14,131.55,127.29,122.57,124.58,114.37,122.76
arala,right,119.99,174.51,104.61,165.25,96.75,145.94,97.22,131.41,104.46,123.94,107.26,119.21,105.7,103.47,105.75,110.58,107.07,121.09,117.61,118.29,116.95,94.16,115.14,76.94,114.22,62.81,127.33,124.21,131.24,103.29,126.54,95.13,120.91,90.14,135.82,134.76,131.13,126.42,121.98,123.91,113.6,122.36
arala,right,113.32,195.04,96.34,181.04,90.66,150.39,95.4,128.03,106,116.59,98.62,127.39,97.22,99.92,98.83,105.55,101.71,115.4,112.01,124.14,111.81,91.33,111.38,71.06,111.01,53.51,124.47,128.07,124.56,98.39,123.67,78.92,122.43,62.54,136.35,136.47,137.03,114.77,136.2,100.63,135.07,88.13
arala,right,120.15,174.17,105.32,165.62,97.11,146.62,96.44,132.19,102.76,124.13,106.39,119.87,105.12,103.17,106.05,110.85,108.03,121.88,116.85,119,116.64,94.75,115.13,77.3,114.4,62.99,126.52,124.75,131.35,104.69,127.79,100.39,123.04,98.98,134.9,134.79,130.87,125.98,122.69,124.35,115.12,123.78
arala,right,120.93,173.96,105.21,165.1,97.08,145.68,97.48,131.31,103.57,123.48,105.71,119.26,104.37,102.63,105.36,110.24,107.52,121.45,116.21,117.97,115.76,94.36,113.9,77.23,112.87,62.88,125.93,123.3,128.62,101.51,124.05,91.82,119.12,85.33,134.72,133.57,129.23,125.34,120.79,123.04,113.86,121.76
arala,right,120.9,174.02,105.49,164.72,97.18,145.16,97.41,130.88,103.52,123.04,105.04,119.18,102.67,103.18,104.12,111.09,107.03,121.78,115.61,117.83,114.31,94.53,112.07,78.27,111.11,64.12,125.71,122.94,126.95,101.02,121.16,89.61,115.91,80.94,134.79,133.14,128,125.09,119.24,122.72,112.62,120.93
arala,right,121.19,173.91,106.08,165.13,97.37,146.15,96.06,131.59,102.3,123.79,105.94,120.77,104.04,103.32,104.01,110.76,105.49,122.19,115.97,119.31,114.42,94.86,112.2,77.41,111.11,63.21,125.52,124.45,127.88,102.78,123.33,93.32,118.02,87.11,134.17,134.48,128.73,125.86,120.74,123.09,113.75,121.46
arala,right,120.1,172.11,104.71,163.75,96.36,143.75,96.93,128.73,105.46,121.66,105.19,118.44,102.79,102.56,103.04,110.86,105.12,122.12,115.43,117.19,113.55,94.47,110.93,78.19,109.92,64.14,125.19,122.55,126,101.01,120,87.74,114.75,77.12,133.73,132.85,126.48,125.62,117.37,122.99,110.46,120.83
arala,right,120.62,173.6,105.5,165.83,97.07,146.97,96.13,132.6,101.23,124.86,105.64,121.17,104.17,105,104.35,109.56,105.22,117.72,115.86,119.8,114.94,95.96,113.07,78.8,111.75,64.97,125.23,125.07,129.05,105.26,125.13,101.63,120,100.79,133.4,134.82,130.13,125.33,122.47,123.56,114.77,123.09
arala,right,119.96,173.93,104.78,165.92,96.69,147.25,96.26,133.32,101.15,124.92,105.46,120.55,103.75,105.51,104.11,110.88,105.43,119.25,115.76,119.34,114.97,95.93,112.82,79.04,111.45,65.47,125.18,124.92,129.24,104.97,125.23,100.22,120.46,98.31,133.28,135.14,129.36,126.14,121.43,123.8,113.96,122.51
arala,right,119.97,175.03,104.78,165.98,96.72,147.12,95.69,132.36,101.73,123.42,105.01,120.99,102.97,104.13,104.11,111.39,106.63,121.74,115.42,119.91,114.32,95.85,112.07,78.21,111.06,63.76,125.28,125.57,129.79,104.4,124.93,98.47,119,96.1,133.95,135.87,129.92,126.78,121.73,123.84,113.97,122.27
arala,right,120.13,175.11,104.99,165.84,96.84,146.6,95.64,132.05,100.83,123.62,104.99,121.24,103.25,103.96,103.75,111.65,105.64,122.81,115.29,120.14,114.68,95.95,112.76,78.45,111.83,63.93,125.04,125.62,128.29,104.1,123.47,93.79,117.96,86.78,133.82,135.87,128.85,126.82,120.46,123.82,112.99,122.04
arala,right,120.33,175.28,105.12,166.4,96.98,147.4,95.41,133.45,99.47,124.29,104.89,121.69,103.31,105.65,104.12,111.63,105.74,121.08,115.33,120.27,115.42,95.91,113.95,78.93,112.72,65.04,125.08,125.51,128.33,105.12,124.18,95.02,119.18,87.61,133.54,135.51,129.15,126.2,120.99,123.2,113.34,121.28
arala,right,114.6,184.31,98.23,173.35,91.34,143.59,97.36,119.91,108.73,104.14,98.59,122.05,97.22,95.94,99.2,104.19,102.05,114.86,111.54,118.92,111.38,86.81,111.46,67.86,112,51.47,123.62,123.1,123.86,94.97,123.22,76.2,122.53,60.49,135.8,131.72,136.99,111.07,136.41,97.56,135.66,85.99
arala,right,119.81,176.36,104.55,167.15,96.82,148.45,95.84,134.38,99.24,124.6,105.12,122.4,104.25,104.23,103.57,109.41,103.97,118.96,115.37,120.83,115.63,95.74,113.91,78.32,112.38,64.14,124.89,125.71,127.71,104.55,123.65,93.35,118.75,84.94,133.33,135.37,129.2,126.18,121.14,123.43,113.72,121.78
arala,right,119.6,175.01,104.01,165.67,96.27,147.77,95.98,133.78,100.44,125.1,105.43,122.73,104.05,104.31,103.6,109.76,104.71,119.47,115.63,121.38,115.27,96.05,113.91,78.05,113.23,63.11,125.22,126.52,127.96,104.84,124.21,92.86,119.79,83.58,133.94,136.47,129.74,127.06,121.54,123.12,113.81,120.08
arala,right,119.99,175.8,104.27,166.95,96.33,148.8,96.21,134.36,101.77,125.39,104.62,122.2,104.08,104.32,105.34,110.93,107.28,120.93,114.97,120.23,115.56,95.53,114.38,78.64,112.8,64.16,124.91,124.32,125.16,102.82,122.02,87.53,118.3,74.78,133.83,133.73,130.67,121.49,123.84,114.32,117.07,108.43
arala,right,120.34,177.37,104.28,167.88,95.93,148.24,96,133.3,101.17,123.93,104.35,123.4,103.68,104.7,105.02,110.6,107.05,120.25,115.05,121.18,115.65,95.74,114.65,78.52,113.4,63.91,125.07,125.38,125.78,103.49,122.36,88.68,118.33,76.36,134.22,134.81,129.57,125.22,121.18,120.36,113.16,116.42
arala,right,119.77,177.2,103.31,167.44,95.23,147.68,96.03,132.64,103.08,124.1,104.14,122.67,104.11,103.76,105.49,111.26,107.53,121.84,114.8,120.42,115.58,95.27,114.74,78.26,113.65,63.5,125.23,123.97,125.29,101.25,122.9,84.95,120.1,71.56,134.99,132.17,133.79,115.75,129.41,104.94,124.74,95.96
arala,right,119.65,175.51,103.93,166.97,95.18,146.55,96.49,130.96,105.08,124.58,103.88,121.45,103.98,102.17,105.26,110.01,107.25,120.76,114.07,119.18,114.85,94.3,114.48,77.45,114.15,62.86,124.28,122.47,123.96,99,122.1,82.88,120.3,69.58,134.46,129.84,134.13,111.94,131.89,100.33,129.81,90.6
arala,right,119.58,176.55,103.66,167.92,94.97,148.69,95.18,133.45,102.03,125.12,103.51,123.42,103.16,103.29,105.32,111.82,107.7,122.44,114.09,120.8,114.21,95.24,114.08,78.73,113.61,63.83,124.45,123.62,124.04,100.26,122.14,84.77,119.96,71.78,134.72,130.49,134.15,112.46,131.59,100.9,128.96,91.23
arala,right,119.01,177.12,103.25,168.45,94.61,148.53,95,133.14,101.3,125.15,102.92,123.54,102.36,103.49,104.28,112.18,106.52,122.97,113.51,120.89,113.82,95.52,113.36,79.05,112.56,64.27,123.89,123.49,123.33,99.76,121.42,84.56,119.18,71.85,134.22,129.98,133.89,111.8,131.58,100.29,129.17,90.66
arala,right,119.06,177.78,103.16,169.65,94.39,149.59,94.74,133.76,100.17,125.75,102.78,124.78,102.56,103.94,104.52,112.24,106.63,122.93,113.67,122.04,114.5,95.8,114.35,79.24,113.86,64.32,124.21,124.5,124.15,100.14,122.68,84.78,120.88,71.61,134.79,130.84,134.56,112.53,132.84,101.16,131.1,91.38
arala,right,117.89,177.37,102.18,169.1,94.18,148.89,94.98,133.91,100.26,127.24,102.92,125.15,102.56,104.93,104.15,112.64,105.64,122.58,114.03,122.47,114.83,96.68,114.98,80.03,114.7,64.84,124.63,124.9,124.4,100.83,123.25,85.62,121.66,72.3,135.19,131.3,135.2,113.46,133.95,102.2,132.49,92.44
arala,right,114.88,182.28,97.71,170.87,91.01,140.83,97.31,118.15,108.26,103.66,96.8,120.1,96.02,94.78,99.91,102.57,103.95,112.62,110.09,117.1,109.68,86.16,110.1,67.17,110.57,50.16,122.68,120.76,122.59,93.06,122.04,74.91,121.07,59.91,135.35,129.08,136.4,109.22,135.75,96.21,134.88,85.01
arala,right,117.19,177.52,101.76,168.71,94.22,148.59,94.95,133.65,99.76,126.02,103.14,124.89,103.38,104.54,103.76,112.49,103.96,122.8,114.17,122.21,115.71,95.9,116.16,79.15,116.22,64.18,124.72,124.86,125.24,100.57,124.61,85.27,123.44,71.9,135.34,131.68,136.04,113.51,135.29,102.05,134.21,92.04
arala,right,116.64,177.3,100.93,168.66,93.32,147.87,94.43,132.17,100.96,126.38,102.82,124.19,103.65,103.65,103.51,111.55,103.42,121.96,113.97,121.65,116.1,95.67,116.7,79.08,116.85,64.06,124.45,124.55,125.7,100.43,125.39,85.51,124.58,72.28,135.05,131.51,135.89,113.76,135.6,102.56,135.18,92.55
arala,right,115.59,175.86,99.6,167.38,91.83,146.19,93.44,130.77,101.81,126.15,102.44,123.23,103.18,102.75,102.71,110.77,102.66,121.39,113.89,121.01,115.84,95.25,116.33,78.83,116.31,64.36,124.28,124.17,125.63,100.27,125.26,85.02,124.31,71.72,134.69,131.47,135.94,113.76,135.72,102.58,135.21,92.67
arala,right,115.28,176.01,99.21,167.08,91.52,146.25,92.55,130.85,100.55,125.46,102.39,123.43,103.11,102.55,102.76,110.31,102.93,120.75,113.67,121.18,115.5,95.41,116.19,78.98,116.48,64.31,123.96,124.29,125.37,100.48,125.19,85.52,124.56,72.41,134.47,131.38,135.8,113.77,135.73,102.54,135.51,92.41
arala,right,113.14,174.98,97.53,164.96,90.25,144.52,91.92,129.63,100.55,124.72,102.07,122.31,102.6,102.2,101.35,109.02,100.84,118.76,113.06,120.52,115.02,95.25,115.91,78.76,116.6,64.23,123.33,123.78,124.45,100.44,124.28,85.61,123.8,72.94,133.9,130.97,135.2,113.37,134.89,102.01,134.25,92.07
arala,right,111.81,174.79,96.59,164.63,89.45,144.36,90.55,129.03,98.34,123.46,101.17,121.82,102.31,101.54,100.6,108.25,99.4,117.99,111.89,120.19,114.33,94.57,115.2,78.18,115.98,63.94,122.09,123.59,123.59,100.32,123.52,85.6,123.04,73.05,132.46,130.86,133.97,113.32,133.48,102.12,132.54,92.42
arala,right,110.2,174.47,95.26,165.1,88.11,144.85,90.13,129.45,98.8,124.16,99.54,122.68,101.54,102.08,100.25,108.08,98.8,116.92,110.71,121.06,113.59,95.05,115.16,78.66,116.43,64.57,121.11,124.37,122.97,100.79,123.54,86.07,123.65,73.54,131.61,131.53,133.35,114.18,133.84,103.12,134.12,93.41
arala,right,109.74,175.73,94.41,165.68,87.51,145,89.75,129.11,99.15,123.85,99.01,124.19,101.46,103.4,100.02,107.02,98.55,114.5,110.11,122.3,114.42,96.1,116.01,79.05,117.32,64.49,120.38,125.29,123.37,101.33,124.13,86.39,124.41,73.89,130.5,132.01,132.63,114.11,133.56,102.89,134.3,93.13
arala,right,109.36,174.5,94.19,164.89,87.22,144.89,89.34,129.53,98.48,123.64,98.7,123.83,101.35,102.87,99.94,107.83,98.51,116.16,109.76,122.15,113.93,95.78,115.99,79.07,117.87,64.83,120.04,125.25,122.98,101.43,124.05,86.51,124.7,73.99,130.31,132.12,132.41,114.53,133.38,103.36,134.18,93.67
arala,right,108.02,176.3,93.36,166.09,87.28,146.58,89.05,131.41,96.25,124.88,98.35,124.25,100.5,104.08,98.89,108.17,97.67,116.09,109.37,122.18,113.71,95.52,115.76,78.75,117.76,64.62,119.72,125.03,122.87,101.15,123.87,85.96,124.37,73.15,129.89,131.78,132.21,114.04,133.36,102.87,134.08,93.13
arala,right,112.13,180.63,96.69,167.49,90.72,138.01,96.17,115.9,105.08,100.8,97.48,117.16,96.45,93.21,98.88,100.73,102.09,110.63,109.88,114.55,109.13,84.71,108.76,65.95,108.83,49.63,121.87,118.7,121.39,91.71,120.44,73.39,119.12,58.11,133.95,127.18,134.64,107.11,133.7,93.95,132.44,82.41
arala,right,107.57,176.76,92.92,166.16,87.08,147.12,88.86,132.57,94.93,124.76,98.44,124.26,100.56,103.78,97.97,108.64,95.89,117.14,109.31,122.38,113.74,95.56,115.53,78.54,117.25,64.04,119.27,125.36,122.57,101.2,123.45,86,123.98,73.22,129.15,132.27,131.37,114.38,132.53,103.17,133.45,93.45
